AG26 Bubble Dancer DLG by Mark Drela
 1.0000000     0.0002830
 0.9941261     0.0009910
 0.9820243     0.0025103
 0.9686564     0.0042113
 0.9549482     0.0059753
 0.9412239     0.0077083
 0.9274449     0.0094064
 0.9136456     0.0111018
 0.8998313     0.0127761
 0.8859841     0.0144459
 0.8721571     0.0161002
 0.8583171     0.0177384
 0.8444895     0.0193620
 0.8306655     0.0209601
 0.8168232     0.0225449
 0.8030013     0.0241066
 0.7891593     0.0256478
 0.7753303     0.0271718
 0.7615049     0.0286654
 0.7476675     0.0301413
 0.7338362     0.0315884
 0.7199945     0.0330172
 0.7061726     0.0344143
 0.6923309     0.0357858
 0.6784958     0.0371319
 0.6646711     0.0384452
 0.6508387     0.0397263
 0.6370044     0.0409766
 0.6231780     0.0421923
 0.6093459     0.0433717
 0.5955175     0.0445164
 0.5816916     0.0456194
 0.5678572     0.0466866
 0.5540270     0.0477122
 0.5401919     0.0487002
 0.5263605     0.0496448
 0.5125303     0.0505495
 0.4987207     0.0514017
 0.4848973     0.0522043
 0.4710821     0.0529560
 0.4572688     0.0536527
 0.4434539     0.0542950
 0.4296467     0.0548794
 0.4158389     0.0554037
 0.4020286     0.0558687
 0.3882280     0.0562719
 0.3744316     0.0566082
 0.3606345     0.0568792
 0.3468499     0.0570797
 0.3330671     0.0572081
 0.3192950     0.0572608
 0.3055267     0.0572354
 0.2917676     0.0571301
 0.2780254     0.0569397
 0.2642963     0.0566589
 0.2505833     0.0562836
 0.2368927     0.0558076
 0.2232285     0.0552236
 0.2095955     0.0545224
 0.1959956     0.0536954
 0.1824381     0.0527320
 0.1689299     0.0516206
 0.1554844     0.0503459
 0.1421084     0.0488925
 0.1288266     0.0472409
 0.1156420     0.0453667
 0.1025668     0.0432499
 0.0896339     0.0408689
 0.0768912     0.0381984
 0.0644240     0.0352068
 0.0523455     0.0318539
 0.0408313     0.0281002
 0.0301446     0.0239340
 0.0207446     0.0194710
 0.0132975     0.0150979
 0.0081193     0.0113051
 0.0047754     0.0082462
 0.0026218     0.0057751
 0.0012351     0.0037149
 0.0003884     0.0019200
 0.0000174     0.0003253
 0.0001555    -0.0011667
 0.0009435    -0.0026584
 0.0024170    -0.0040236
 0.0045938    -0.0053281
 0.0077196    -0.0066908
 0.0124072    -0.0082089
 0.0195568    -0.0098949
 0.0295361    -0.0115532
 0.0413905    -0.0129198
 0.0541177    -0.0139301
 0.0672396    -0.0146317
 0.0805874    -0.0150851
 0.0940941    -0.0153437
 0.1077184    -0.0154537
 0.1214174    -0.0154477
 0.1351653    -0.0153479
 0.1489430    -0.0151681
 0.1627412    -0.0149182
 0.1765514    -0.0146041
 0.1903810    -0.0142315
 0.2042271    -0.0138095
 0.2180809    -0.0133419
 0.2319513    -0.0128343
 0.2458313    -0.0122930
 0.2597178    -0.0117206
 0.2736227    -0.0111220
 0.2875372    -0.0105050
 0.3014588    -0.0098711
 0.3153927    -0.0092258
 0.3293358    -0.0085723
 0.3432865    -0.0079160
 0.3572365    -0.0072572
 0.3711796    -0.0066001
 0.3851194    -0.0059498
 0.3990609    -0.0053010
 0.4129903    -0.0046605
 0.4269220    -0.0040315
 0.4408578    -0.0034107
 0.4547762    -0.0028020
 0.4686852    -0.0022131
 0.4826001    -0.0016427
 0.4965153    -0.0010900
 0.5104239    -0.0005562
 0.5243272    -0.0000455
 0.5382326     0.0004423
 0.5521382     0.0009073
 0.5660420     0.0013492
 0.5799366     0.0017650
 0.5938382     0.0021530
 0.6077363     0.0025168
 0.6216317     0.0028506
 0.6355295     0.0031584
 0.6494245     0.0034361
 0.6633210     0.0036866
 0.6772119     0.0039059
 0.6911111     0.0040961
 0.7050062     0.0042580
 0.7189033     0.0043896
 0.7327988     0.0044930
 0.7466928     0.0045652
 0.7605876     0.0046082
 0.7744738     0.0046189
 0.7883648     0.0045965
 0.8022511     0.0045429
 0.8161281     0.0044533
 0.8300099     0.0043275
 0.8438787     0.0041657
 0.8577472     0.0039620
 0.8716129     0.0037204
 0.8854682     0.0034349
 0.8993206     0.0031057
 0.9131659     0.0027298
 0.9270056     0.0023063
 0.9408423     0.0018330
 0.9546611     0.0013109
 0.9684590     0.0007389
 0.9818663     0.0001358
 0.9940729    -0.0004425
 1.0000000    -0.0007160
